property_type,price,city,baths,bedrooms,Area Type,Area Size,Faisalabad,Islamabad,Karachi,Lahore,Kanal
House,535000,Islamabad,0,0,Kanal,2.0,0,1,0,0,1
House,515000,Islamabad,0,0,Kanal,2.0,0,1,0,0,1
House,535000,Islamabad,0,0,Kanal,2.0,0,1,0,0,1
House,515000,Islamabad,0,0,Kanal,2.0,0,1,0,0,1
House,535000,Islamabad,0,0,Kanal,2.0,0,1,0,0,1
House,515000,Islamabad,0,0,Kanal,2.0,0,1,0,0,1
House,535000,Islamabad,0,0,Kanal,2.0,0,1,0,0,1
House,211000,Islamabad,0,6,Kanal,1.0,0,1,0,0,1
House,212000,Islamabad,0,6,Kanal,1.0,0,1,0,0,1
House,213000,Islamabad,0,6,Kanal,1.0,0,1,0,0,1
House,214000,Islamabad,0,6,Kanal,1.0,0,1,0,0,1
House,216000,Islamabad,0,6,Kanal,1.0,0,1,0,0,1
House,217000,Islamabad,0,6,Kanal,1.0,0,1,0,0,1
House,218000,Islamabad,0,6,Kanal,1.0,0,1,0,0,1
House,219000,Islamabad,0,6,Kanal,1.0,0,1,0,0,1
House,221000,Islamabad,0,6,Kanal,1.0,0,1,0,0,1
House,222000,Islamabad,0,6,Kanal,1.0,0,1,0,0,1
House,223000,Islamabad,0,6,Kanal,1.0,0,1,0,0,1
House,224000,Islamabad,0,6,Kanal,1.0,0,1,0,0,1
House,226000,Islamabad,0,6,Kanal,1.0,0,1,0,0,1
House,227000,Islamabad,0,6,Kanal,1.0,0,1,0,0,1
House,228000,Islamabad,0,6,Kanal,1.0,0,1,0,0,1
House,229000,Islamabad,0,6,Kanal,1.0,0,1,0,0,1
House,231000,Islamabad,0,6,Kanal,1.0,0,1,0,0,1
House,232000,Islamabad,0,6,Kanal,1.0,0,1,0,0,1
House,233000,Islamabad,0,6,Kanal,1.0,0,1,0,0,1
House,234000,Islamabad,0,6,Kanal,1.0,0,1,0,0,1
House,236000,Islamabad,0,6,Kanal,1.0,0,1,0,0,1
House,237000,Islamabad,0,6,Kanal,1.0,0,1,0,0,1
House,238000,Islamabad,0,6,Kanal,1.0,0,1,0,0,1
House,239000,Islamabad,0,6,Kanal,1.0,0,1,0,0,1
House,241000,Islamabad,0,6,Kanal,1.0,0,1,0,0,1
House,242000,Islamabad,0,6,Kanal,1.0,0,1,0,0,1
House,243000,Islamabad,0,6,Kanal,1.0,0,1,0,0,1
House,244000,Islamabad,0,6,Kanal,1.0,0,1,0,0,1
House,246000,Islamabad,0,6,Kanal,1.0,0,1,0,0,1
House,247000,Islamabad,0,6,Kanal,1.0,0,1,0,0,1
House,249000,Islamabad,0,6,Kanal,1.0,0,1,0,0,1
Flat,4400000,Islamabad,2,2,Kanal,1.6,0,1,0,0,1
House,41700000,Lahore,6,5,Kanal,1.0,0,0,0,1,1
Flat,6200000,Karachi,2,2,Kanal,1.9,0,0,1,0,1
Flat,11900000,Karachi,3,3,Kanal,3.6,0,0,1,0,1
Farm House,9600000,Islamabad,0,0,Kanal,8.0,0,1,0,0,1
House,705000,Karachi,5,5,Kanal,2.0,0,0,1,0,1
Lower Portion,33000,Rawalpindi,0,0,Kanal,1.0,0,0,0,0,1
Flat,2250000,Karachi,1,1,Kanal,1.1,0,0,1,0,1
House,36900000,Lahore,6,5,Kanal,1.0,0,0,0,1,1
House,41900000,Lahore,6,5,Kanal,1.0,0,0,0,1,1
Farm House,2800000,Rawalpindi,0,0,Kanal,2.0,0,0,0,0,1
Farm House,3080000,Rawalpindi,0,0,Kanal,2.0,0,0,0,0,1
Farm House,3220000,Rawalpindi,0,0,Kanal,2.0,0,0,0,0,1
Farm House,6600000,Rawalpindi,0,0,Kanal,4.0,0,0,0,0,1
Farm House,6900000,Rawalpindi,0,0,Kanal,4.0,0,0,0,0,1
Farm House,12100000,Rawalpindi,0,0,Kanal,8.0,0,0,0,0,1
Farm House,12600000,Rawalpindi,0,0,Kanal,8.0,0,0,0,0,1
Flat,2250000,Karachi,1,1,Kanal,1.1,0,0,1,0,1
House,45500000,Lahore,6,5,Kanal,1.0,0,0,0,1,1
House,45500000,Lahore,6,5,Kanal,1.0,0,0,0,1,1
House,45500000,Islamabad,7,6,Kanal,1.0,0,1,0,0,1
Upper Portion,78000,Islamabad,3,3,Kanal,1.0,0,1,0,0,1
Flat,5100000,Karachi,2,2,Kanal,1.9,0,0,1,0,1
House,34500000,Lahore,4,4,Kanal,1.0,0,0,0,1,1
House,44400000,Lahore,7,6,Kanal,1.0,0,0,0,1,1
Upper Portion,78000,Islamabad,4,4,Kanal,1.0,0,1,0,0,1
House,45500000,Lahore,6,5,Kanal,1.0,0,0,0,1,1
House,21200000,Lahore,4,4,Kanal,1.0,0,0,0,1,1
House,20800000,Lahore,4,4,Kanal,1.0,0,0,0,1,1
House,20700000,Lahore,4,4,Kanal,1.0,0,0,0,1,1
House,20300000,Lahore,4,4,Kanal,1.0,0,0,0,1,1
House,20200000,Lahore,4,4,Kanal,1.0,0,0,0,1,1
House,19700000,Lahore,4,4,Kanal,1.0,0,0,0,1,1
House,19300000,Lahore,4,4,Kanal,1.0,0,0,0,1,1
House,18700000,Lahore,4,4,Kanal,1.0,0,0,0,1,1
House,19800000,Lahore,4,4,Kanal,1.0,0,0,0,1,1
House,18300000,Lahore,4,4,Kanal,1.0,0,0,0,1,1
House,18200000,Lahore,4,4,Kanal,1.0,0,0,0,1,1
House,20900000,Lahore,4,4,Kanal,1.0,0,0,0,1,1
House,33900000,Lahore,6,5,Kanal,1.0,0,0,0,1,1
House,45500000,Lahore,6,5,Kanal,1.0,0,0,0,1,1
House,4950000,Karachi,1,0,Kanal,1.0,0,0,1,0,1
House,20700000,Lahore,4,4,Kanal,1.0,0,0,0,1,1
House,20600000,Lahore,4,4,Kanal,1.0,0,0,0,1,1
House,20400000,Lahore,4,4,Kanal,1.0,0,0,0,1,1
House,780000,Islamabad,0,0,Kanal,2.0,0,1,0,0,1
House,870000,Islamabad,0,0,Kanal,2.0,0,1,0,0,1
House,890000,Islamabad,0,0,Kanal,2.0,0,1,0,0,1
House,930000,Islamabad,0,0,Kanal,2.0,0,1,0,0,1
House,950000,Islamabad,0,0,Kanal,2.0,0,1,0,0,1
House,960000,Islamabad,0,0,Kanal,2.0,0,1,0,0,1
House,980000,Islamabad,0,0,Kanal,2.0,0,1,0,0,1
House,780000,Islamabad,0,0,Kanal,2.0,0,1,0,0,1
House,950000,Islamabad,0,0,Kanal,2.0,0,1,0,0,1
House,471000,Islamabad,4,6,Kanal,1.3,0,1,0,0,1
House,41800000,Lahore,6,5,Kanal,1.0,0,0,0,1,1
Upper Portion,71000,Islamabad,3,3,Kanal,1.0,0,1,0,0,1
Upper Portion,66000,Islamabad,3,3,Kanal,1.0,0,1,0,0,1
Upper Portion,46000,Islamabad,4,4,Kanal,1.0,0,1,0,0,1
Lower Portion,44000,Islamabad,3,3,Kanal,1.0,0,1,0,0,1
House,71000,Islamabad,4,4,Kanal,1.0,0,1,0,0,1
House,44000,Islamabad,3,3,Kanal,1.0,0,1,0,0,1
House,29900000,Islamabad,8,7,Kanal,1.0,0,1,0,0,1
House,29700000,Islamabad,8,7,Kanal,1.0,0,1,0,0,1
House,20600000,Lahore,4,4,Kanal,1.0,0,0,0,1,1
House,18300000,Lahore,4,4,Kanal,1.0,0,0,0,1,1
House,18200000,Lahore,4,4,Kanal,1.0,0,0,0,1,1
House,17800000,Lahore,4,4,Kanal,1.0,0,0,0,1,1
House,34500000,Lahore,0,5,Kanal,1.0,0,0,0,1,1
Flat,7800000,Karachi,3,3,Kanal,2.8,0,0,1,0,1
House,228000,Karachi,5,5,Kanal,1.0,0,0,1,0,1
Flat,9800000,Karachi,3,3,Kanal,2.9,0,0,1,0,1
House,599000,Islamabad,6,6,Kanal,2.0,0,1,0,0,1
House,21200000,Lahore,4,4,Kanal,1.0,0,0,0,1,1
House,21800000,Lahore,4,4,Kanal,1.0,0,0,0,1,1
House,21800000,Lahore,4,4,Kanal,1.0,0,0,0,1,1
House,22200000,Lahore,4,4,Kanal,1.0,0,0,0,1,1
House,21200000,Lahore,4,4,Kanal,1.0,0,0,0,1,1
House,20800000,Lahore,4,4,Kanal,1.0,0,0,0,1,1
House,20700000,Lahore,4,4,Kanal,1.0,0,0,0,1,1
House,20300000,Lahore,4,4,Kanal,1.0,0,0,0,1,1
House,20200000,Lahore,4,4,Kanal,1.0,0,0,0,1,1
House,19800000,Lahore,4,4,Kanal,1.0,0,0,0,1,1
House,19700000,Lahore,4,4,Kanal,1.0,0,0,0,1,1
House,19300000,Lahore,4,4,Kanal,1.0,0,0,0,1,1
House,18700000,Lahore,4,4,Kanal,1.0,0,0,0,1,1
House,18300000,Lahore,4,4,Kanal,1.0,0,0,0,1,1
House,18200000,Lahore,4,4,Kanal,1.0,0,0,0,1,1
House,37100000,Faisalabad,0,0,Kanal,1.0,1,0,0,0,1
Farm House,6400000,Lahore,0,0,Kanal,4.0,0,0,0,1,1
Farm House,13600000,Lahore,0,0,Kanal,8.0,0,0,0,1,1
House,39600000,Islamabad,7,7,Kanal,1.0,0,1,0,0,1
House,39600000,Islamabad,7,7,Kanal,1.0,0,1,0,0,1
House,39400000,Islamabad,7,7,Kanal,1.0,0,1,0,0,1
House,39400000,Islamabad,7,7,Kanal,1.0,0,1,0,0,1
House,39200000,Islamabad,7,7,Kanal,1.0,0,1,0,0,1
House,39200000,Islamabad,7,7,Kanal,1.0,0,1,0,0,1
House,38400000,Lahore,6,5,Kanal,1.0,0,0,0,1,1
Flat,6800000,Karachi,2,2,Kanal,1.7,0,0,1,0,1
House,1240000,Islamabad,8,6,Kanal,2.1,0,1,0,0,1
Upper Portion,89000,Islamabad,3,3,Kanal,1.0,0,1,0,0,1
House,324000,Islamabad,8,7,Kanal,1.0,0,1,0,0,1
House,1650000,Islamabad,9,6,Kanal,4.0,0,1,0,0,1
House,950000,Islamabad,0,0,Kanal,2.0,0,1,0,0,1
House,880000,Islamabad,0,0,Kanal,2.0,0,1,0,0,1
House,830000,Islamabad,0,0,Kanal,2.0,0,1,0,0,1
House,18700000,Lahore,4,4,Kanal,1.0,0,0,0,1,1
House,18300000,Lahore,4,4,Kanal,1.0,0,0,0,1,1
House,780000,Islamabad,0,0,Kanal,2.0,0,1,0,0,1
House,980000,Islamabad,0,0,Kanal,2.0,0,1,0,0,1
House,960000,Islamabad,0,0,Kanal,2.0,0,1,0,0,1
House,950000,Islamabad,0,0,Kanal,2.0,0,1,0,0,1
House,930000,Islamabad,0,0,Kanal,2.0,0,1,0,0,1
House,890000,Islamabad,0,0,Kanal,2.0,0,1,0,0,1
House,870000,Islamabad,0,0,Kanal,2.0,0,1,0,0,1
Flat,1480000,Karachi,1,1,Kanal,1.2,0,0,1,0,1
House,780000,Islamabad,0,0,Kanal,2.0,0,1,0,0,1
House,26800000,Lahore,4,4,Kanal,1.0,0,0,0,1,1
House,26800000,Lahore,4,4,Kanal,1.0,0,0,0,1,1
House,26800000,Lahore,4,4,Kanal,1.0,0,0,0,1,1
House,41600000,Lahore,5,5,Kanal,1.0,0,0,0,1,1
House,9900000,Karachi,0,0,Kanal,1.0,0,0,1,0,1
Flat,5850000,Karachi,2,2,Kanal,1.6,0,0,1,0,1
House,37700000,Lahore,6,5,Kanal,1.0,0,0,0,1,1
Flat,4100000,Karachi,2,2,Kanal,2.0,0,0,1,0,1
Upper Portion,44000,Islamabad,3,3,Kanal,1.0,0,1,0,0,1
Upper Portion,49000,Islamabad,3,3,Kanal,1.0,0,1,0,0,1
Upper Portion,87000,Islamabad,4,4,Kanal,1.0,0,1,0,0,1
House,30800000,Lahore,6,6,Kanal,1.0,0,0,0,1,1
Flat,7200000,Karachi,2,2,Kanal,2.1,0,0,1,0,1
House,78000,Islamabad,0,3,Kanal,1.0,0,1,0,0,1
Farm House,6600000,Rawalpindi,0,0,Kanal,4.0,0,0,0,0,1
Farm House,6900000,Rawalpindi,0,0,Kanal,4.0,0,0,0,0,1
House,23300000,Lahore,3,4,Kanal,1.0,0,0,0,1,1
House,20800000,Lahore,3,4,Kanal,1.0,0,0,0,1,1
House,22300000,Lahore,3,4,Kanal,1.0,0,0,0,1,1
House,22200000,Lahore,3,4,Kanal,1.0,0,0,0,1,1
Farm House,12100000,Rawalpindi,0,0,Kanal,8.0,0,0,0,0,1
Farm House,12600000,Rawalpindi,0,0,Kanal,8.0,0,0,0,0,1
Lower Portion,33000,Rawalpindi,0,0,Kanal,1.0,0,0,0,0,1
Flat,2250000,Karachi,1,1,Kanal,1.1,0,0,1,0,1
Farm House,4275000,Lahore,0,0,Kanal,1.0,0,0,0,1,1
House,45500000,Lahore,6,5,Kanal,1.0,0,0,0,1,1
House,45500000,Islamabad,6,5,Kanal,1.0,0,1,0,0,1
Flat,5400000,Karachi,3,3,Kanal,2.1,0,0,1,0,1
House,166000,Islamabad,0,5,Kanal,1.0,0,1,0,0,1
House,167000,Islamabad,0,5,Kanal,1.0,0,1,0,0,1
House,166000,Islamabad,0,5,Kanal,1.0,0,1,0,0,1
House,167000,Islamabad,0,5,Kanal,1.0,0,1,0,0,1
House,169000,Islamabad,0,5,Kanal,1.0,0,1,0,0,1
House,169000,Islamabad,0,5,Kanal,1.0,0,1,0,0,1
House,171000,Islamabad,0,5,Kanal,1.0,0,1,0,0,1
House,171000,Islamabad,0,5,Kanal,1.0,0,1,0,0,1
House,211000,Islamabad,0,6,Kanal,1.0,0,1,0,0,1
House,212000,Islamabad,0,6,Kanal,1.0,0,1,0,0,1
House,213000,Islamabad,0,6,Kanal,1.0,0,1,0,0,1
House,214000,Islamabad,0,6,Kanal,1.0,0,1,0,0,1
House,216000,Islamabad,0,6,Kanal,1.0,0,1,0,0,1
House,217000,Islamabad,0,6,Kanal,1.0,0,1,0,0,1
House,218000,Islamabad,0,6,Kanal,1.0,0,1,0,0,1
House,221000,Islamabad,0,6,Kanal,1.0,0,1,0,0,1
House,222000,Islamabad,0,6,Kanal,1.0,0,1,0,0,1
House,223000,Islamabad,0,6,Kanal,1.0,0,1,0,0,1
House,224000,Islamabad,0,6,Kanal,1.0,0,1,0,0,1
House,226000,Islamabad,0,6,Kanal,1.0,0,1,0,0,1
House,227000,Islamabad,0,6,Kanal,1.0,0,1,0,0,1
House,228000,Islamabad,0,6,Kanal,1.0,0,1,0,0,1
House,229000,Islamabad,0,6,Kanal,1.0,0,1,0,0,1
House,231000,Islamabad,0,6,Kanal,1.0,0,1,0,0,1
House,232000,Islamabad,0,6,Kanal,1.0,0,1,0,0,1
House,233000,Islamabad,0,6,Kanal,1.0,0,1,0,0,1
House,234000,Islamabad,0,6,Kanal,1.0,0,1,0,0,1
House,236000,Islamabad,0,6,Kanal,1.0,0,1,0,0,1
House,237000,Islamabad,0,6,Kanal,1.0,0,1,0,0,1
House,238000,Islamabad,0,6,Kanal,1.0,0,1,0,0,1
House,241000,Islamabad,0,6,Kanal,1.0,0,1,0,0,1
House,242000,Islamabad,0,6,Kanal,1.0,0,1,0,0,1
House,243000,Islamabad,0,6,Kanal,1.0,0,1,0,0,1
House,244000,Islamabad,0,6,Kanal,1.0,0,1,0,0,1
House,246000,Islamabad,0,6,Kanal,1.0,0,1,0,0,1
House,247000,Islamabad,0,6,Kanal,1.0,0,1,0,0,1
House,248000,Islamabad,0,6,Kanal,1.0,0,1,0,0,1
House,249000,Islamabad,0,6,Kanal,1.0,0,1,0,0,1
House,43800000,Islamabad,5,5,Kanal,1.0,0,1,0,0,1
Flat,2900000,Karachi,2,2,Kanal,1.7,0,0,1,0,1
House,19700000,Lahore,4,4,Kanal,1.0,0,0,0,1,1
House,18700000,Lahore,4,4,Kanal,1.0,0,0,0,1,1
House,18300000,Lahore,4,4,Kanal,1.0,0,0,0,1,1
House,18200000,Lahore,4,4,Kanal,1.0,0,0,0,1,1
House,13100000,Faisalabad,0,0,Kanal,1.0,1,0,0,0,1
House,12900000,Faisalabad,0,0,Kanal,1.0,1,0,0,0,1
House,2010000,Islamabad,5,5,Kanal,1.0,0,1,0,0,1
House,20600000,Lahore,4,4,Kanal,1.0,0,0,0,1,1
House,20900000,Lahore,4,4,Kanal,1.0,0,0,0,1,1
House,20800000,Lahore,4,4,Kanal,1.0,0,0,0,1,1
House,20900000,Lahore,4,4,Kanal,1.0,0,0,0,1,1
House,20700000,Lahore,4,4,Kanal,1.0,0,0,0,1,1
House,21300000,Lahore,4,4,Kanal,1.0,0,0,0,1,1
House,20200000,Lahore,4,4,Kanal,1.0,0,0,0,1,1
House,19700000,Lahore,4,4,Kanal,1.0,0,0,0,1,1
House,19300000,Lahore,4,4,Kanal,1.0,0,0,0,1,1
House,19800000,Lahore,4,4,Kanal,1.0,0,0,0,1,1
House,20800000,Lahore,4,4,Kanal,1.0,0,0,0,1,1
House,18700000,Lahore,4,4,Kanal,1.0,0,0,0,1,1
House,21200000,Lahore,4,4,Kanal,1.0,0,0,0,1,1
House,20700000,Lahore,4,4,Kanal,1.0,0,0,0,1,1
House,18200000,Lahore,4,4,Kanal,1.0,0,0,0,1,1
Upper Portion,43000,Islamabad,3,3,Kanal,1.0,0,1,0,0,1
House,34500000,Lahore,5,4,Kanal,1.0,0,0,0,1,1
House,2300000,Islamabad,6,5,Kanal,4.0,0,1,0,0,1
House,34900000,Lahore,8,7,Kanal,1.0,0,0,0,1,1
House,9300000,Rawalpindi,0,0,Kanal,1.0,0,0,0,0,1
House,22900000,Lahore,5,4,Kanal,12.0,0,0,0,1,1
Upper Portion,49000,Islamabad,3,3,Kanal,1.0,0,1,0,0,1
Upper Portion,44000,Islamabad,3,3,Kanal,1.0,0,1,0,0,1
Farm House,15300000,Lahore,0,0,Kanal,5.1,0,0,0,1,1
Farm House,9450000,Lahore,0,0,Kanal,3.1,0,0,0,1,1
Lower Portion,57000,Islamabad,0,0,Kanal,1.0,0,1,0,0,1
Upper Portion,43000,Islamabad,0,0,Kanal,1.0,0,1,0,0,1
Farm House,7750000,Rawalpindi,0,0,Kanal,4.0,0,0,0,0,1
Farm House,13400000,Rawalpindi,0,0,Kanal,8.0,0,0,0,0,1
Farm House,4250000,Rawalpindi,0,0,Kanal,2.0,0,0,0,0,1
Farm House,7750000,Rawalpindi,0,0,Kanal,4.0,0,0,0,0,1
Farm House,13400000,Rawalpindi,0,0,Kanal,8.0,0,0,0,0,1
House,745000,Karachi,7,6,Kanal,2.0,0,0,1,0,1
Lower Portion,86000,Islamabad,0,3,Kanal,1.0,0,1,0,0,1
Lower Portion,87000,Islamabad,0,3,Kanal,1.0,0,1,0,0,1
House,34500000,Lahore,6,5,Kanal,1.0,0,0,0,1,1
House,41900000,Lahore,6,5,Kanal,1.0,0,0,0,1,1
Lower Portion,43000,Islamabad,5,5,Kanal,1.0,0,1,0,0,1
House,16800000,Lahore,5,5,Kanal,1.0,0,0,0,1,1
House,23300000,Lahore,3,4,Kanal,1.0,0,0,0,1,1
House,22200000,Lahore,3,4,Kanal,1.0,0,0,0,1,1
House,23300000,Lahore,3,4,Kanal,1.0,0,0,0,1,1
House,21800000,Lahore,3,4,Kanal,1.0,0,0,0,1,1
House,22200000,Lahore,3,4,Kanal,1.0,0,0,0,1,1
House,880000,Islamabad,0,0,Kanal,2.0,0,1,0,0,1
House,830000,Islamabad,0,0,Kanal,2.0,0,1,0,0,1
House,780000,Islamabad,0,0,Kanal,2.0,0,1,0,0,1
House,29900000,Islamabad,8,7,Kanal,1.0,0,1,0,0,1
House,29700000,Islamabad,8,7,Kanal,1.0,0,1,0,0,1
House,980000,Islamabad,0,0,Kanal,2.0,0,1,0,0,1
House,930000,Islamabad,0,0,Kanal,2.0,0,1,0,0,1
House,890000,Islamabad,0,0,Kanal,2.0,0,1,0,0,1
House,870000,Islamabad,0,0,Kanal,2.0,0,1,0,0,1
House,895000,Karachi,7,6,Kanal,2.0,0,0,1,0,1
House,376000,Islamabad,6,5,Kanal,2.0,0,1,0,0,1
House,3900000,Rawalpindi,0,0,Kanal,4.0,0,0,0,0,1
House,28700000,Islamabad,0,5,Kanal,1.0,0,1,0,0,1
Upper Portion,44000,Islamabad,4,4,Kanal,1.0,0,1,0,0,1
Flat,4150000,Karachi,2,2,Kanal,1.9,0,0,1,0,1
Flat,1460000,Karachi,1,1,Kanal,1.2,0,0,1,0,1
House,41800000,Lahore,6,5,Kanal,1.0,0,0,0,1,1
House,1650000,Islamabad,9,6,Kanal,4.0,0,1,0,0,1
